cod_siruta,cod_judet,denumire_judet,tip_uat,tip_uat_abrev,denumire_uat
151567,35,SUCEAVA,14,C,CIPRIAN PORUMBESCU
147713,35,SUCEAVA,14,C,CIRLIBABA
151433,35,SUCEAVA,14,C,COMANESTI
147786,35,SUCEAVA,14,C,CORNU LUNCII
151497,35,SUCEAVA,14,C,COSNA
147884,35,SUCEAVA,14,C,CRUCEA
147937,35,SUCEAVA,14,C,DARMANESTI
148097,35,SUCEAVA,14,C,DOLHESTI
148131,35,SUCEAVA,14,C,DORNA ARINI
148202,35,SUCEAVA,14,C,DORNA CANDRENI
148293,35,SUCEAVA,14,C,DORNESTI
148328,35,SUCEAVA,14,C,DRAGOIESTI
148382,35,SUCEAVA,14,C,DRAGUSENI
148426,35,SUCEAVA,14,C,DUMBRAVENI
151488,35,SUCEAVA,14,C,FINTINA MARE
148453,35,SUCEAVA,14,C,FINTINELE
148514,35,SUCEAVA,14,C,FORASTI
148667,35,SUCEAVA,14,C,FRATAUTII NOI
148694,35,SUCEAVA,14,C,FRATAUTII VECHI
148729,35,SUCEAVA,14,C,FRUMOSU
148765,35,SUCEAVA,14,C,FUNDU MOLDOVEI
148872,35,SUCEAVA,14,C,GALANESTI
148916,35,SUCEAVA,14,C,GRAMESTI
148970,35,SUCEAVA,14,C,GRANICESTI
151512,35,SUCEAVA,14,C,HINTESTI
151549,35,SUCEAVA,14,C,HIRTOP
149101,35,SUCEAVA,14,C,HORODNIC DE JOS
151479,35,SUCEAVA,14,C,HORODNIC DE SUS
149049,35,SUCEAVA,14,C,HORODNICENI
149138,35,SUCEAVA,14,C,IACOBENI
151442,35,SUCEAVA,14,C,IASLOVAT
147660,35,SUCEAVA,14,C,ILISESTI
146281,35,SUCEAVA,14,C,IPOTESTI
149183,35,SUCEAVA,14,C,IZVOARELE SUCEVEI
149316,35,SUCEAVA,14,C,MALINI
149370,35,SUCEAVA,14,C,MANASTIREA HUMORULUI
149290,35,SUCEAVA,14,C,MARGINEA
146325,35,SUCEAVA,14,C,MITOCUL DRAGOMIRNEI
149414,35,SUCEAVA,14,C,MOARA
149502,35,SUCEAVA,14,C,MOLDOVA SULITA
149539,35,SUCEAVA,14,C,MOLDOVITA
149584,35,SUCEAVA,14,C,MUSENITA
149655,35,SUCEAVA,14,C,OSTRA
149753,35,SUCEAVA,14,C,PALTINOASA
149682,35,SUCEAVA,14,C,PANACI
149833,35,SUCEAVA,14,C,PATRAUTI
149780,35,SUCEAVA,14,C,PIRTESTII DE JOS
149851,35,SUCEAVA,14,C,POIANA STAMPEI
151585,35,SUCEAVA,14,C,POIENI-SOLCA
149931,35,SUCEAVA,14,C,POJORITA
149968,35,SUCEAVA,14,C,PREUTESTI
150043,35,SUCEAVA,14,C,PUTNA
150070,35,SUCEAVA,14,C,RADASENI
150114,35,SUCEAVA,14,C,RISCA
150178,35,SUCEAVA,14,C,SADOVA
150445,35,SUCEAVA,14,C,SARU DORNEI
150196,35,SUCEAVA,14,C,SATU MARE
146432,35,SUCEAVA,14,C,SCHEIA
151460,35,SUCEAVA,14,C,SERBAUTI
150221,35,SUCEAVA,14,C,SIMINICEA
150258,35,SUCEAVA,14,C,SLATINA
150294,35,SUCEAVA,14,C,STRAJA
150310,35,SUCEAVA,14,C,STROIESTI
150356,35,SUCEAVA,14,C,STULPICANI
150418,35,SUCEAVA,14,C,SUCEVITA
150524,35,SUCEAVA,14,C,TODIRESTI
150588,35,SUCEAVA,14,C,UDESTI
150702,35,SUCEAVA,14,C,ULMA
150766,35,SUCEAVA,14,C,VADU MOLDOVEI
150891,35,SUCEAVA,14,C,VALEA MOLDOVEI
150935,35,SUCEAVA,14,C,VAMA
150980,35,SUCEAVA,14,C,VATRA MOLDOVITEI
151022,35,SUCEAVA,14,C,VERESTI
151077,35,SUCEAVA,14,C,VICOVU DE JOS
151558,35,SUCEAVA,14,C,VOITINEL
151120,35,SUCEAVA,14,C,VOLOVAT
151157,35,SUCEAVA,14,C,VULTURESTI
151246,35,SUCEAVA,14,C,ZAMOSTEA
151344,35,SUCEAVA,14,C,ZVORISTEA
341,36,TELEORMAN,11,CJ,CONSILIUL JUDETEAN
151790,36,TELEORMAN,12,M,ALEXANDRIA
151683,36,TELEORMAN,12,M,TURNU MAGURELE
151870,36,TELEORMAN,12,M,ROSIORI DE VEDE
151978,36,TELEORMAN,13,O,ZIMNICEA
151905,36,TELEORMAN,13,O,VIDELE
152038,36,TELEORMAN,14,C,BABAITA
151996,36,TELEORMAN,14,C,BALACI
155083,36,TELEORMAN,14,C,BECIU
155092,36,TELEORMAN,14,C,BEUCA
152083,36,TELEORMAN,14,C,BLEJESTI
152127,36,TELEORMAN,14,C,BOGDANA
152172,36,TELEORMAN,14,C,BOTOROAGA
152234,36,TELEORMAN,14,C,BRAGADIRU
152252,36,TELEORMAN,14,C,BRANCENI
152270,36,TELEORMAN,14,C,BUJORENI
152314,36,TELEORMAN,14,C,BUJORU
152332,36,TELEORMAN,14,C,BUZESCU
152350,36,TELEORMAN,14,C,CALINESTI
152412,36,TELEORMAN,14,C,CALMATUIU
152467,36,TELEORMAN,14,C,CALMATUIU DE SUS
152500,36,TELEORMAN,14,C,CERVENIA
152528,36,TELEORMAN,14,C,CIOLANESTI
151709,36,TELEORMAN,14,C,CIUPERCENI
152564,36,TELEORMAN,14,C,CONTESTI
152582,36,TELEORMAN,14,C,COSMESTI
152617,36,TELEORMAN,14,C,CRANGENI
152662,36,TELEORMAN,14,C,CRANGU
151932,36,TELEORMAN,14,C,CREVENICU
152724,36,TELEORMAN,14,C,DIDESTI
152760,36,TELEORMAN,14,C,DOBROTESTI
155109,36,TELEORMAN,14,C,DRACEA
152797,36,TELEORMAN,14,C,DRACSENEI
152868,36,TELEORMAN,14,C,DRAGANESTI DE  VEDE
152902,36,TELEORMAN,14,C,DRAGANESTI VLASCA
155118,36,TELEORMAN,14,C,FANTANELE
155127,36,TELEORMAN,14,C,FRASINET
152993,36,TELEORMAN,14,C,FRUMOASA
152948,36,TELEORMAN,14,C,FURCULESTI
153026,36,TELEORMAN,14,C,GALATENI
153062,36,TELEORMAN,14,C,GRATIA
151736,36,TELEORMAN,14,C,ISLAZ
153106,36,TELEORMAN,14,C,IZVOARELE
153124,36,TELEORMAN,14,C,LISA
151763,36,TELEORMAN,14,C,LITA
153151,36,TELEORMAN,14,C,LUNCA
153240,36,TELEORMAN,14,C,MAGURA
153277,36,TELEORMAN,14,C,MALDAIENI
153339,36,TELEORMAN,14,C,MARZANESTI
153204,36,TELEORMAN,14,C,MAVRODIN
153295,36,TELEORMAN,14,C,MERENI
153384,36,TELEORMAN,14,C,MOSTENI
151816,36,TELEORMAN,14,C,NANOV
153400,36,TELEORMAN,14,C,NASTURELU
153437,36,TELEORMAN,14,C,NECSESTI
154996,36,TELEORMAN,14,C,NENCIULESTI
153473,36,TELEORMAN,14,C,OLTENI
153507,36,TELEORMAN,14,C,ORBEASCA
153543,36,TELEORMAN,14,C,PERETU
153561,36,TELEORMAN,14,C,PIATRA
153589,36,TELEORMAN,14,C,PIETROSANI
153623,36,TELEORMAN,14,C,PLOPII SLAVITESTI
153605,36,TELEORMAN,14,C,PLOSCA
153696,36,TELEORMAN,14,C,POENI
151834,36,TELEORMAN,14,C,POROSCHIA
155136,36,TELEORMAN,14,C,PURANI
153829,36,TELEORMAN,14,C,PUTINEIU
153865,36,TELEORMAN,14,C,RADOIESTI
153909,36,TELEORMAN,14,C,RASMIRESTI
153972,36,TELEORMAN,14,C,SACENI
155145,36,TELEORMAN,14,C,SAELELE
153936,36,TELEORMAN,14,C,SALCIA
154308,36,TELEORMAN,14,C,SARBENI
154013,36,TELEORMAN,14,C,SCRIOASTEA
154068,36,TELEORMAN,14,C,SCURTU MARE
154139,36,TELEORMAN,14,C,SEACA
154184,36,TELEORMAN,14,C,SEGARCEA VALE
154166,36,TELEORMAN,14,C,SFINTESTI
154228,36,TELEORMAN,14,C,SILISTEA
154282,36,TELEORMAN,14,C,SILISTEA NOUA
154344,36,TELEORMAN,14,C,SLOBOZIA MANDRA
154380,36,TELEORMAN,14,C,SMARDIOASA
154415,36,TELEORMAN,14,C,STEJARU
154497,36,TELEORMAN,14,C,STOROBANEASA
154460,36,TELEORMAN,14,C,SUHAIA
154521,36,TELEORMAN,14,C,TALPA
154585,36,TELEORMAN,14,C,TATARASTII DE JOS
154665,36,TELEORMAN,14,C,TATARASTII DE SUS
154834,36,TELEORMAN,14,C,TIGANESTI
154736,36,TELEORMAN,14,C,TRAIAN
154754,36,TELEORMAN,14,C,TRIVALE MOSTENI
154790,36,TELEORMAN,14,C,TROIANU
155154,36,TELEORMAN,14,C,UDA CLOCOCIOV
154932,36,TELEORMAN,14,C,VARTOAPE
154852,36,TELEORMAN,14,C,VEDEA
154914,36,TELEORMAN,14,C,VIISOARA
153776,36,TELEORMAN,14,C,VITANESTI
154978,36,TELEORMAN,14,C,ZAMBREASCA
350,37,TIMIS,11,CJ,CONSILIUL JUDETEAN
155243,37,TIMIS,12,M,TIMISOARA
155350,37,TIMIS,12,M,LUGOJ
155403,37,TIMIS,13,O,BUZIAS
156357,37,TIMIS,13,O,CIACOVA
155458,37,TIMIS,13,O,DETA
156801,37,TIMIS,13,O,FAGET
157086,37,TIMIS,13,O,GATAIA
155494,37,TIMIS,13,O,JIMBOLIA
155528,37,TIMIS,13,O,SANICOLAU MARE
158314,37,TIMIS,13,O,RECAS
155546,37,TIMIS,14,C,BALINT
155591,37,TIMIS,14,C,BANLOC
155662,37,TIMIS,14,C,BARA
155724,37,TIMIS,14,C,BEBA VECHE
155760,37,TIMIS,14,C,BECICHERECUL MIC
155797,37,TIMIS,14,C,BELINT
155840,37,TIMIS,14,C,BETHAUSEN
155911,37,TIMIS,14,C,BILED
159366,37,TIMIS,14,C,BIRDA
155957,37,TIMIS,14,C,BIRNA
156035,37,TIMIS,14,C,BOGDA
156106,37,TIMIS,14,C,BOLDUR
156151,37,TIMIS,14,C,BRESTOVAT
159516,37,TIMIS,14,C,BUCOVAT
156213,37,TIMIS,14,C,CARPINIS
156259,37,TIMIS,14,C,CENAD
156277,37,TIMIS,14,C,CENEI
159375,37,TIMIS,14,C,CHECEA
156311,37,TIMIS,14,C,CHEVERESU MARE
156437,37,TIMIS,14,C,COMLOSU MARE
156473,37,TIMIS,14,C,COSTEIU
156534,37,TIMIS,14,C,CRICIOVA
156589,37,TIMIS,14,C,CURTEA
156623,37,TIMIS,14,C,DAROVA
156669,37,TIMIS,14,C,DENTA
159384,37,TIMIS,14,C,DUDESTII NOI
156712,37,TIMIS,14,C,DUDESTII VECHI
156767,37,TIMIS,14,C,DUMBRAVA
155261,37,TIMIS,14,C,DUMBRAVITA
156927,37,TIMIS,14,C,FARDEA
159393,37,TIMIS,14,C,FIBIS
157004,37,TIMIS,14,C,FOIENI
157031,37,TIMIS,14,C,GAVOJDIA
159400,37,TIMIS,14,C,GHILAD
155289,37,TIMIS,14,C,GHIRODA
157193,37,TIMIS,14,C,GHIZELA
157246,37,TIMIS,14,C,GIARMATA
157273,37,TIMIS,14,C,GIERA
155314,37,TIMIS,14,C,GIROC
157317,37,TIMIS,14,C,GIULVAZ
159419,37,TIMIS,14,C,GOTTLOB
159428,37,TIMIS,14,C,IECEA MARE
157362,37,TIMIS,14,C,JAMU MARE
157424,37,TIMIS,14,C,JEBEL
157451,37,TIMIS,14,C,LENAUHEIM
157497,37,TIMIS,14,C,LIEBLING
159491,37,TIMIS,14,C,LIVEZILE
157530,37,TIMIS,14,C,LOVRIN
157736,37,TIMIS,14,C,MANASTUR
157585,37,TIMIS,14,C,MARGINA
157683,37,TIMIS,14,C,MASLOC
157781,37,TIMIS,14,C,MORAVITA
157834,37,TIMIS,14,C,MOSNITA NOUA
157898,37,TIMIS,14,C,NADRAG
157923,37,TIMIS,14,C,NITCHIDORF
157969,37,TIMIS,14,C,OHABA LUNGA
158010,37,TIMIS,14,C,ORTISOARA
159525,37,TIMIS,14,C,OTELEC
159446,37,TIMIS,14,C,PADURENI
159437,37,TIMIS,14,C,PARTA
158065,37,TIMIS,14,C,PECIU NOU
158109,37,TIMIS,14,C,PERIAM
159507,37,TIMIS,14,C,PESAC
158136,37,TIMIS,14,C,PIETROASA
158181,37,TIMIS,14,C,PISCHIA
158243,37,TIMIS,14,C,RACOVITA
158396,37,TIMIS,14,C,REMETEA MARE
158564,37,TIMIS,14,C,SACALAZ
158449,37,TIMIS,14,C,SACOSU TURCESC
158779,37,TIMIS,14,C,SAG
158653,37,TIMIS,14,C,SANANDREI
159464,37,TIMIS,14,C,SANDRA
158699,37,TIMIS,14,C,SANMIHAIU ROMAN
159455,37,TIMIS,14,C,SARAVALE
158528,37,TIMIS,14,C,SATCHINEZ
158608,37,TIMIS,14,C,SECAS
158733,37,TIMIS,14,C,SINPETRU MARE
158804,37,TIMIS,14,C,STIUCA
158859,37,TIMIS,14,C,TEREMIA MARE
158895,37,TIMIS,14,C,TOMESTI
159473,37,TIMIS,14,C,TOMNATIC
158966,37,TIMIS,14,C,TOPOLOVATU MARE
159035,37,TIMIS,14,C,TORMAC
159071,37,TIMIS,14,C,TRAIAN VUIA
159142,37,TIMIS,14,C,UIVAR
159259,37,TIMIS,14,C,V.V.DELAMARINA
159482,37,TIMIS,14,C,VALCANI
159213,37,TIMIS,14,C,VARIAS
159339,37,TIMIS,14,C,VOITEG
369,38,TULCEA,11,CJ,CONSILIUL JUDETEAN
159614,38,TULCEA,12,M,MUNICIPIUL TULCEA
159650,38,TULCEA,13,O,BABADAG
159687,38,TULCEA,13,O,ISACCEA
159730,38,TULCEA,13,O,MACIN
159767,38,TULCEA,13,O,SULINA
159785,38,TULCEA,14,C,BAIA
159847,38,TULCEA,14,C,BEIDAUD
161552,38,TULCEA,14,C,BESTEPE
159883,38,TULCEA,14,C,C.A.ROSETTI
159945,38,TULCEA,14,C,CARCALIU
159963,38,TULCEA,14,C,CASIMCEA
160092,38,TULCEA,14,C,CEAMURLIA DE JOS
160047,38,TULCEA,14,C,CEATALCHIOI
160127,38,TULCEA,14,C,CERNA
160172,38,TULCEA,14,C,CHILIA VECHE
160225,38,TULCEA,14,C,CIUCUROVA
160261,38,TULCEA,14,C,CRISAN
160305,38,TULCEA,14,C,DAENI
160323,38,TULCEA,14,C,DOROBANTU
160387,38,TULCEA,14,C,FRECATEI
160430,38,TULCEA,14,C,GRECI
160458,38,TULCEA,14,C,GRINDU
160476,38,TULCEA,14,C,HAMCEARCA
160528,38,TULCEA,14,C,HORIA
160564,38,TULCEA,14,C,IZVOARELE
161525,38,TULCEA,14,C,I.C.BRATIANU
160617,38,TULCEA,14,C,JIJILA
160644,38,TULCEA,14,C,JURILOVCA
160680,38,TULCEA,14,C,LUNCAVITA
160724,38,TULCEA,14,C,MAHMUDIA
160779,38,TULCEA,14,C,MALIUC
160831,38,TULCEA,14,C,MIHAI BRAVU
160877,38,TULCEA,14,C,M.KOGALNICEANU
160911,38,TULCEA,14,C,MURIGHIOL
160993,38,TULCEA,14,C,NALBANT
161035,38,TULCEA,14,C,NICULITEL
161053,38,TULCEA,14,C,NUFARU
161106,38,TULCEA,14,C,OSTROV
161133,38,TULCEA,14,C,PARDINA
161151,38,TULCEA,14,C,PECENEAGA
161179,38,TULCEA,14,C,SARICHIOI
161231,38,TULCEA,14,C,SF.GHEORGHE
161259,38,TULCEA,14,C,SLAVA CERCHEZA
161286,38,TULCEA,14,C,SMARDAN
161302,38,TULCEA,14,C,SOMOVA
161348,38,TULCEA,14,C,STEJARU
161384,38,TULCEA,14,C,TOPOLOG
161464,38,TULCEA,14,C,TURCOAIA
161482,38,TULCEA,14,C,VALEA NUCARILOR
161561,38,TULCEA,14,C,VALEA TEILOR
161543,38,TULCEA,14,C,VACARENI
378,39,VASLUI,11,CJ,CONSILIUL JUDETEAN
161794,39,VASLUI,12,M,Barlad
161829,39,VASLUI,12,M,Husi
161945,39,VASLUI,12,M,Vaslui
164981,39,VASLUI,13,O,Murgeni
161856,39,VASLUI,13,O,Negresti
162014,39,VASLUI,14,C,Albesti
162069,39,VASLUI,14,C,Alexandru Vlahuta
162149,39,VASLUI,14,C,Arsura
162194,39,VASLUI,14,C,Banca
162327,39,VASLUI,14,C,Bacani
162381,39,VASLUI,14,C,Bacesti
162452,39,VASLUI,14,C,Balteni
162498,39,VASLUI,14,C,Berezeni
162559,39,VASLUI,14,C,Blagesti
162595,39,VASLUI,14,C,Bogdana
162693,39,VASLUI,14,C,Bogdanesti
162791,39,VASLUI,14,C,Bogdanita
162871,39,VASLUI,14,C,Botesti
162924,39,VASLUI,14,C,Bunesti-Aversti
167268,39,VASLUI,14,C,Ciocani
163002,39,VASLUI,14,C,Codaiesti
163057,39,VASLUI,14,C,Coroiesti
163137,39,VASLUI,14,C,Costesti
167277,39,VASLUI,14,C,Cozmesti
163208,39,VASLUI,14,C,Cretesti
163253,39,VASLUI,14,C,Danesti
163324,39,VASLUI,14,C,Deleni
163379,39,VASLUI,14,C,Delesti
164277,39,VASLUI,14,C,Dimitrie Cantemir
167286,39,VASLUI,14,C,Dodesti
163486,39,VASLUI,14,C,Dragomiresti
163618,39,VASLUI,14,C,Drinceni
163681,39,VASLUI,14,C,Duda-Epureni
163734,39,VASLUI,14,C,Dumesti
163789,39,VASLUI,14,C,Epureni
163832,39,VASLUI,14,C,Falciu
167295,39,VASLUI,14,C,Feresti
167231,39,VASLUI,14,C,Fruntiseni
163903,39,VASLUI,14,C,Gagesti
163967,39,VASLUI,14,C,Gherghesti
164062,39,VASLUI,14,C,Girceni
164133,39,VASLUI,14,C,Grivita
164197,39,VASLUI,14,C,Hoceni
164339,39,VASLUI,14,C,Iana
167222,39,VASLUI,14,C,Ibanesti
164393,39,VASLUI,14,C,Ivanesti
164543,39,VASLUI,14,C,Ivesti
164598,39,VASLUI,14,C,Laza
164687,39,VASLUI,14,C,Lipovat
164749,39,VASLUI,14,C,Lunca-Banului
164829,39,VASLUI,14,C,Malusteni
164892,39,VASLUI,14,C,Miclesti
164936,39,VASLUI,14,C,Munteni de Jos
167302,39,VASLUI,14,C,Munteni de Sus
165069,39,VASLUI,14,C,Oltenesti
165130,39,VASLUI,14,C,Osesti
165185,39,VASLUI,14,C,Padureni
165274,39,VASLUI,14,C,Perieni
167311,39,VASLUI,14,C,Pochidia
165416,39,VASLUI,14,C,Pogana
167259,39,VASLUI,14,C,Pogonesti
165336,39,VASLUI,14,C,Poienesti
165470,39,VASLUI,14,C,Puiesti
165611,39,VASLUI,14,C,Pungesti
167320,39,VASLUI,14,C,Puscasi
167240,39,VASLUI,14,C,Rafaila
165719,39,VASLUI,14,C,Rebricea
165817,39,VASLUI,14,C,Rosiesti
165899,39,VASLUI,14,C,Solesti
165979,39,VASLUI,14,C,Stanilesti
166057,39,VASLUI,14,C,Stefan cel Mare
166137,39,VASLUI,14,C,Suletea
166182,39,VASLUI,14,C,Tanacu
166235,39,VASLUI,14,C,Tacuta
166315,39,VASLUI,14,C,Tatarani
166413,39,VASLUI,14,C,Todiresti
166529,39,VASLUI,14,C,Tutova
166636,39,VASLUI,14,C,Valeni
166672,39,VASLUI,14,C,Vetrisoaia
166707,39,VASLUI,14,C,Viisoara
166770,39,VASLUI,14,C,Vinderei
166869,39,VASLUI,14,C,Voinesti
166985,39,VASLUI,14,C,Vulturesti
167035,39,VASLUI,14,C,Vutcani
167071,39,VASLUI,14,C,Zapodeni
167179,39,VASLUI,14,C,Zorleni
387,40,VALCEA,11,CJ,CONSILIUL JUDETEAN
167473,40,VALCEA,12,M,Rm. Valcea
167981,40,VALCEA,12,M,Dragasani
168372,40,VALCEA,13,O,Babeni
168452,40,VALCEA,13,O,Balcesti
167641,40,VALCEA,13,O,B. Govora
167696,40,VALCEA,13,O,B. Olanesti
168602,40,VALCEA,13,O,Berbesti
167794,40,VALCEA,13,O,Brezoi
167909,40,VALCEA,13,O,Calimanesti
168041,40,VALCEA,13,O,Horezu
168130,40,VALCEA,13,O,Ocnele Mari
168229,40,VALCEA,14,C,Alunu
168309,40,VALCEA,14,C,Amarasti
168559,40,VALCEA,14,C,Barbatesti
168675,40,VALCEA,14,C,Berislavesti
168755,40,VALCEA,14,C,Boisoara
168791,40,VALCEA,14,C,Budesti
168880,40,VALCEA,14,C,Bujoreni
168960,40,VALCEA,14,C,Bunesti
169039,40,VALCEA,14,C,Cernisoara
169119,40,VALCEA,14,C,Caineni
169182,40,VALCEA,14,C,Copaceni
169253,40,VALCEA,14,C,Costesti
169306,40,VALCEA,14,C,Creteni
169351,40,VALCEA,14,C,Daesti
169404,40,VALCEA,14,C,Danicei
174502,40,VALCEA,14,C,Diculesti
169547,40,VALCEA,14,C,Dragoesti
169583,40,VALCEA,14,C,Fauresti
169681,40,VALCEA,14,C,Fartatesti
169896,40,VALCEA,14,C,Francesti
169994,40,VALCEA,14,C,Galicea
170097,40,VALCEA,14,C,Ghioroiu
170168,40,VALCEA,14,C,Glavile
170220,40,VALCEA,14,C,Golesti
170346,40,VALCEA,14,C,Gradistea
170444,40,VALCEA,14,C,Gusoieni
170514,40,VALCEA,14,C,Ionesti
170612,40,VALCEA,14,C,Lalosu
170685,40,VALCEA,14,C,Ladesti
170792,40,VALCEA,14,C,Lapusata
174511,40,VALCEA,14,C,Lacusteni
170872,40,VALCEA,14,C,Livezi
170952,40,VALCEA,14,C,Lungesti
171021,40,VALCEA,14,C,Malaia
171067,40,VALCEA,14,C,Mateesti
171101,40,VALCEA,14,C,Maciuca
171209,40,VALCEA,14,C,Madulari
171272,40,VALCEA,14,C,Maldaresti
171325,40,VALCEA,14,C,Mihaesti
171469,40,VALCEA,14,C,Milcoiu
174520,40,VALCEA,14,C,Mitrofani
171539,40,VALCEA,14,C,Muereasca
171628,40,VALCEA,14,C,N. Balcescu
171806,40,VALCEA,14,C,Olanu
171879,40,VALCEA,14,C,Orlesti
171931,40,VALCEA,14,C,Otesani
171995,40,VALCEA,14,C,Pausesti O.
172082,40,VALCEA,14,C,P. Maglasi
172153,40,VALCEA,14,C,Perisani
172279,40,VALCEA,14,C,Pesceana
172340,40,VALCEA,14,C,Pietrari
172377,40,VALCEA,14,C,Popesti
172457,40,VALCEA,14,C,Prundeni
172509,40,VALCEA,14,C,Racovita
172581,40,VALCEA,14,C,Roesti
172698,40,VALCEA,14,C,Rosiile
172812,40,VALCEA,14,C,Runcu
172894,40,VALCEA,14,C,Salatrucel
172947,40,VALCEA,14,C,Scundu
172992,40,VALCEA,14,C,Sinesti
173061,40,VALCEA,14,C,Slatioara
173132,40,VALCEA,14,C,Stanesti
173230,40,VALCEA,14,C,Stoenesti
173374,40,VALCEA,14,C,Stoilesti
173533,40,VALCEA,14,C,Stroesti
173597,40,VALCEA,14,C,Sutesti
173686,40,VALCEA,14,C,Sirineasa
173748,40,VALCEA,14,C,Stefanesti
173793,40,VALCEA,14,C,Susani
173855,40,VALCEA,14,C,Tetoiu
174496,40,VALCEA,14,C,Titesti
173935,40,VALCEA,14,C,Tomsani
174021,40,VALCEA,14,C,Vaideeni
174085,40,VALCEA,14,C,Valea Mare
174156,40,VALCEA,14,C,Vladesti
174218,40,VALCEA,14,C,Voicesti
174254,40,VALCEA,14,C,Voineasa
174290,40,VALCEA,14,C,Zatreni
396,41,VRANCEA,11,CJ,CONSILIUL JUDETEAN
174744,41,VRANCEA,12,M,FOCSANI
174860,41,VRANCEA,12,M,ADJUD
174922,41,VRANCEA,13,O,MARASESTI
175019,41,VRANCEA,13,O,ODOBESTI
175055,41,VRANCEA,13,O,PANCIU
175126,41,VRANCEA,14,C,ANDREIASU DE JOS
175206,41,VRANCEA,14,C,BALESTI
178929,41,VRANCEA,14,C,BILIESTI
175224,41,VRANCEA,14,C,BIRSESTI
175260,41,VRANCEA,14,C,BOGHESTI
175368,41,VRANCEA,14,C,BOLOTESTI
175439,41,VRANCEA,14,C,BORDESTI
175466,41,VRANCEA,14,C,BROSTENI
175509,41,VRANCEA,14,C,CHIOJDENI
175590,41,VRANCEA,14,C,CIORASTI
174780,41,VRANCEA,14,C,CIMPINEANCA
175670,41,VRANCEA,14,C,CIMPURI
175732,41,VRANCEA,14,C,CIRLIGELE
175787,41,VRANCEA,14,C,CORBITA
175885,41,VRANCEA,14,C,COTESTI
175938,41,VRANCEA,14,C,DUMBRAVENI
175983,41,VRANCEA,14,C,DUMITRESTI
176150,41,VRANCEA,14,C,FITIONESTI
176212,41,VRANCEA,14,C,GAROAFA
174824,41,VRANCEA,14,C,GOLESTI
178938,41,VRANCEA,14,C,GOLOGANU
176301,41,VRANCEA,14,C,GUGESTI
176338,41,VRANCEA,14,C,GURA CALITEI
176445,41,VRANCEA,14,C,HOMOCEA
176506,41,VRANCEA,14,C,JARISTEA
176551,41,VRANCEA,14,C,JITIA
176613,41,VRANCEA,14,C,MAICANESTI
176686,41,VRANCEA,14,C,MERA
176748,41,VRANCEA,14,C,MILCOVUL
176793,41,VRANCEA,14,C,MOVILITA
176855,41,VRANCEA,14,C,NANESTI
176891,41,VRANCEA,14,C,NARUJA
176944,41,VRANCEA,14,C,NEREJU
178885,41,VRANCEA,14,C,NEGRILESTI
177003,41,VRANCEA,14,C,NISTORESTI
178947,41,VRANCEA,14,C,OBREJITA
177101,41,VRANCEA,14,C,PALTIN
178910,41,VRANCEA,14,C,PAULESTI
177236,41,VRANCEA,14,C,PAUNESTI
178894,41,VRANCEA,14,C,PLOSCUTENI
177263,41,VRANCEA,14,C,POIANA CRISTEI
178901,41,VRANCEA,14,C,POPESTI
177352,41,VRANCEA,14,C,PUFESTI
177405,41,VRANCEA,14,C,RACOASA
178956,41,VRANCEA,14,C,RASTOACA
177469,41,VRANCEA,14,C,REGHIU
177557,41,VRANCEA,14,C,RUGINESTI
177600,41,VRANCEA,14,C,SIHLEA
177655,41,VRANCEA,14,C,SLOBOZIA BRADULUI
177726,41,VRANCEA,14,C,SLOBOZIA CIORASTI
177762,41,VRANCEA,14,C,SOVEJA
178965,41,VRANCEA,14,C,SPULBER
177799,41,VRANCEA,14,C,STRAOANE
177842,41,VRANCEA,14,C,SURAIA
177879,41,VRANCEA,14,C,TANASOAIA
177986,41,VRANCEA,14,C,TATARANU
178046,41,VRANCEA,14,C,TIMBOIESTI
178117,41,VRANCEA,14,C,TULNICI
178180,41,VRANCEA,14,C,TIFESTI
178279,41,VRANCEA,14,C,URECHESTI
178313,41,VRANCEA,14,C,VALEA SARII
178377,41,VRANCEA,14,C,VIDRA
178475,41,VRANCEA,14,C,VINTILEASCA
178545,41,VRANCEA,14,C,VIZANTEA LIVEZI
178607,41,VRANCEA,14,C,VINATORI
178689,41,VRANCEA,14,C,VIRTESCOIU
178750,41,VRANCEA,14,C,VRINCIOAIA
178821,41,VRANCEA,14,C,VULTURU
179132,42,MUN. BUCURESTI,15,B,CGMB
179141,42,MUN. BUCURESTI,16,S,Primaria Sector 1
179150,42,MUN. BUCURESTI,16,S,Primaria Sector 2
179169,42,MUN. BUCURESTI,16,S,Primaria Sector 3
179178,42,MUN. BUCURESTI,16,S,Primaria Sector 4
179187,42,MUN. BUCURESTI,16,S,Primaria Sector 5
179196,42,MUN. BUCURESTI,16,S,Primaria Sector 6
